"sep=,"
"received_message","pattern_matching","reply_message","multiple_replies","multiple_reply_delay","multiple_reply_delay_max","recipients","contacts","ignored_contacts","reply_delay","reply_delay_max","specific_times","monday","tuesday","wednesday","thursday","friday","saturday","sunday","pause_type","pause_value","disabled"
"/conversar","none","⚜𝑴𝒆𝒏𝒖 𝒅𝒐 𝒄𝒐𝒏𝒗𝒆𝒓𝒔𝒂𝒔:\n                      尺丨卩-乃ㄖㄒ\n\n𝑪𝒐𝒎𝒂𝒏𝒅𝒐𝒔 𝒑𝒂𝒓𝒂 𝒄𝒐𝒏𝒗𝒆𝒓𝒔𝒂𝒓 𝒏𝒐𝒔 𝒈𝒓𝒖𝒑𝒐𝒔 🔊\n\nᏴϴͲ ᏢᎪႮ Νϴ ᏟႮ\nᏴϴͲ ᏢΝᏟ\nᏴϴͲ ᏟᎪᎠᎬ̂ ՏᎬႮ ᏢᎪᏆ?\nᏴϴͲ ᎠᎬ̂ ᎪՏ ᏴϴᎪՏ ᏙᏆΝᎠᎪՏ\nᏴϴͲ ᎠᎬ ͲᏟᎻᎪႮᏃᏆΝ\n\n𝑪𝒐𝒎𝒂𝒏𝒅𝒐𝒔 𝒑𝒂𝒓𝒂 𝒄𝒐𝒏𝒗𝒆𝒓𝒔𝒂𝒓 𝒏𝒐 𝑷𝑽 🔊\n\nϴᏆᎬᎬ\nՏᏞᏙ\nᏴϴᎪ?\nͲᎡᎪΝϘႮᏆᏞϴ ᎷᎪΝ\nᎠᎬ ᏴϴᎪ ᎷᎪΝ, Ꭼ ᎪᏆ́?\nϴᏢᎪ\nՏᏆᎷ Ꭼ ᎪᏆ́?\n\n𝑪𝒐𝒎𝒂𝒏𝒅𝒐𝒔 𝒑𝒂𝒓𝒂 𝒄𝒐𝒏𝒗𝒆𝒓𝒔𝒂𝒓 𝒏𝒐 𝑷𝑽 𝒆 𝒏𝒐𝒔 𝒈𝒓𝒖𝒑𝒐𝒔 🔊\n\nᏴϴͲ ᎡႮᏆᎷ\nᏴϴͲ ՏᎬႮ ᎪᎡᎡϴᎷᏴᎪᎠϴ\nᏴϴͲ ΝϴᎫᎬΝͲϴ\nᏴϴͲ ᏀᎪᎽ\nᏴϴͲ ᏞᏆХϴ\nᏴϴͲ ᎪᏟᎻϴ ϘႮᎬ ᎬՏͲϴႮ ՏᎬΝᎠϴ ᎬΝᏀᎪΝᎪᎠϴ (Ꭺ)\nᏴϴͲ ϴͲᎪ́ᎡᏆϴ\nᏴϴͲ ᏙᎪᏆ ͲϴᎷᎪᎡ Νϴ Ꮯ*\nᏴϴͲ ҒᏆᎷϴՏᎬ\nᏴϴͲ ᎬႮ ՏϴႮ ᏴϴΝᏆͲϴ?\nͲႮᎠϴ ᏴᎬᎷ?\nᏴϴͲ ᏙϴᏟᎬ̂ Ꭼ́ ႮᎷ ᏴϴͲ?\nϴᏴᏀᎠ ᏴϴͲ\nͲϴ̂ ᏴᎬᎷ ᏴϴͲ\nᏴϴͲ Х-ᏙᏆᎠᎬϴՏ ᎡႮᏆᎷ\nᏴϴͲ ᎠᎬ ᎷᎬᎡᎠᎪ\nᏴϴͲ ҒᎪᏞᎪ ႮᎷᎪ ᏟϴᏆՏᎪ ᎪᏞᎬᎪͲϴ́ᎡᏆᎪ\nᎫᎪ́ ᏴᎬᏴᎬႮ Ꭺ́ᏀႮᎪ ᎻϴᎫᎬ?\nՏᏆᎷ ᎷΝ Ꭼ ͲႮ?\nͲᎬ ᎪᎷϴ ᏴϴͲ\nϴᏆ ᏴϴͲ\nᏴϴͲ ϘႮᎪᏞ ՏᎬႮ ΝϴᎷᎬ?\nᏴϴͲ ՏᎬᎷ ᎻᎽᏢᎬ\nᏴϴͲ ᏢϴᏴᎡᎬ\nᏴϴͲ ᎠᎬՏᏀᎡᎪᏟ̧ᎪᎠϴ\nᏴϴͲ ᏙϴᏟᎬ̂ ᎫᎪ́ ᎠᎬႮ ϴ Ꮯ*?\nᏴϴͲ ᏙϴᏟᎬ̂ ᎷᎬ ᎪᎷᎪ?\nᏢᎡᎪ ϘႮᎬ ՏᎬᎡᏙᎬ ᎬՏՏᎬ ᏴϴͲ?\nᏴϴͲ ᏙᎪᏆ ՏᎬ ҒႮᎠᎬᎡ\nᏴϴͲ ᎠᎬՏᏀᎡᎪᏟ̧ᎪᎠϴ\nᏴϴͲ ᏀϴՏͲϴՏϴ\nᏴϴͲ ᏟϴᎡΝϴ\nᏴϴͲ ᏴᎪᏆᎪΝϴ\nᏴϴͲ ᏴϴᎷ ᎠᏆᎪ\nᏴϴͲ ᏴϴᎪ ͲᎪᎡᎠᎬ\nᏴϴͲ ᏴϴᎪ ΝϴᏆͲᎬ\nᏴϴͲ ҒᎠᏢ\nᏴϴͲ ᎪᎡᎡϴᎷᏴᎪᎠϴ\nᏴϴͲ ᎪᎡᎡᎷᏴᎠ\nᏴϴͲ ҒᎠᏢͲ\n\n\nObs: Sempre colocar ""bot"" no começo ou no final nos q for preciso","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot vai tomar no c*","none","Primeiro as damas...💃","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot qual seu nome?","none","Meu nome é RIP BOOT mas pode me chamar de RIP 👍<#>Se quiser o número do meu criador está Aki<#>http://wa.me/+5521975173221","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"suave e tu?","none","D boa<#>Bora logo pros comandos<#>Acrescente /menu para saber os comandos...","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot sem hype","none","Chama PV do ADM, que ele te mostra quem tem hype de verdade 🤝😎<#>http://wa.me/+5521975173221","all","","","c","","","","","0","","","","","","","","seconds","0","0"
"bot pobre","none","Meu dono é milionário 🥱","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot você já deu o c*?","none","N neh krl","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot você me ama?","none","Depende meu coração só tem rancor e ódio dentro dele 👺","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/help","none","Não tem help e sim\n/Menu","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"pra que serve esse bot?","none","Ah, ele foi feito por 2 pessoas dark e o RIP, o dark colocou uns 60 comando, RIP colocou uns 90.<#>Esses comandos são para conversar,\nEntretenimento, e ganhar mais hype entre si,<#>Para acessar os comandos básicos acrescente:\n/Menu<#>Número do criador do bot (RIP): http://wa.me/+5521975173221","all","","","c","","","","","0","","","","","","","","seconds","0","0"
